GameResult,PlayerHand,DealerHand,Money,Doubled,Split,CardsRemaining
Lose,[Hearts Four] [Hearts Five] [Clubs Four] [Clubs Queen],[Spades Nine] [Clubs Four] [Clubs Queen],562.5,False,False,132
Lose,[Spades Eight] [Spades Five],[Diamonds Three] [Spades Jack] [Diamonds Seven],547.5,False,False,127
Win,[Clubs Seven] [Spades Ace] [Spades King],[Diamonds Ten] [Hearts Five] [Hearts Eight],562.5,False,False,121
Blackjack,[Spades Ten] [Spades Ace],[Diamonds Four] [Clubs Ace] [Spades Five],585.0,False,False,116
Lose,[Clubs Six] [Hearts Queen] [Clubs Eight],[Diamonds Nine] [Hearts Eight],570.0,False,False,111
Blackjack,[Clubs Ace] [Diamonds Four] [Diamonds Six],[Diamonds Three] [Spades Ten] [Spades Eight],592.5,False,False,105
Lose,[Diamonds Ace] [Clubs Four] [Hearts Two],[Hearts Queen] [Spades Queen],577.5,False,False,100
Blackjack,[Clubs Ace] [Clubs Three] [Hearts Seven],[Hearts Jack] [Hearts Jack],600.0,False,False,95
Lose,[Diamonds Seven] [Hearts Seven] [Clubs Two] [Clubs Ace],[Clubs Eight] [Diamonds Five] [Clubs Eight],585.0,False,False,88
Push,[Spades Ace] [Spades Nine],[Spades Jack] [Clubs Ten],585.0,False,False,84
Blackjack,[Diamonds Ace] [Clubs Queen],[Clubs Three] [Hearts Ten] [Diamonds Six],607.5,False,False,79
Blackjack,[Diamonds Two] [Hearts Nine] [Spades Queen],[Clubs King] [Diamonds Jack],652.5,True,False,74
Lose,[Spades King] [Spades Four],[Hearts Two] [Spades Nine] [Spades Three] [Diamonds Six],637.5,False,False,68
Blackjack,[Hearts Ace] [Spades Ten],[Clubs Five] [Hearts King] [Diamonds Queen],660.0,False,False,63
Lose,[Hearts Six] [Clubs Ten],[Clubs Two] [Clubs Ten] [Diamonds Ace] [Clubs Five],645.0,False,False,57
Lose,[Clubs Ace] [Diamonds Four] [Hearts Ace],[Diamonds Two] [Hearts Ace] [Spades Jack] [Clubs Two] [Clubs Six],630.0,False,False,49
Lose,[Hearts Five] [Clubs Jack] [Hearts Queen],[Diamonds Eight] [Diamonds Nine],615.0,False,False,44
Lose,[Diamonds King] [Clubs Six] [Spades Two],[Clubs Nine] [Spades Queen],600.0,False,False,39
Push,[Hearts Two] [Spades Seven] [Clubs Jack],[Diamonds Nine] [Hearts Jack],600.0,False,False,34
Lose,[Spades Five] [Hearts Queen] [Spades Ten],[Clubs Ten] [Diamonds Six] [Diamonds Queen],585.0,False,False,28
Lose,[Hearts Four] [Diamonds Seven] [Hearts Two],[Clubs Queen] [Diamonds Seven],555.0,True,False,23
Lose,[Hearts Nine] [Clubs Seven],[Clubs Four] [Hearts Ten] [Clubs Six],540.0,False,False,18
Lose,[Spades Eight] [Clubs Nine],[Spades Six] [Hearts Eight] [Diamonds Seven],525.0,False,False,13
Lose,[Clubs King] [Diamonds Four] [Hearts Two] [Spades Jack],[Clubs Queen] [Spades Eight],510.0,False,False,306
Lose,[Diamonds Queen] [Hearts Two],[Hearts Four] [Hearts Seven] [Hearts Queen],495.0,False,False,301
Lose,[Clubs Eight] [Spades Four] [Spades Queen],[Hearts Eight] [Spades Nine],480.0,False,False,296
Lose,[Spades Three] [Spades Two] [Hearts Three] [Clubs Seven] [Clubs Two],[Clubs Jack] [Clubs Jack],465.0,False,False,289
Blackjack,[Hearts Six] [Hearts Seven] [Spades Eight],[Spades Seven] [Spades Two] [Clubs Three] [Spades Eight],487.5,False,False,282
Blackjack,[Diamonds Ten] [Clubs Ace],[Clubs King] [Spades Queen],510.0,False,False,278
Lose,[Spades Nine] [Spades Jack],[Diamonds Four] [Clubs Ace] [Diamonds Five],495.0,False,False,273
Win,[Hearts Ten] [Spades Ten],[Hearts Two] [Clubs Seven] [Clubs Ten],510.0,False,False,268
Win,[Hearts Nine] [Hearts Jack],[Clubs Three] [Spades Three] [Clubs Two] [Clubs King],525.0,False,False,262
Lose,[Hearts Queen] [Clubs Seven],[Hearts Nine] [Hearts Seven] [Hearts Four],510.0,False,False,257
Push,[Spades Five] [Clubs Five] [Hearts King],[Diamonds Six] [Diamonds Queen] [Spades Four],510.0,True,False,251
Lose,[Clubs Ten] [Hearts Six] [Diamonds Nine],[Spades Ace] [Hearts Five] [Hearts Seven] [Spades Queen],495.0,False,False,244
Blackjack,[Clubs Two] [Clubs Queen] [Spades Nine],[Hearts Three] [Clubs Ace] [Clubs Six],517.5,False,False,238
Lose,[Diamonds Nine] [Diamonds Six],[Clubs Six] [Hearts Five] [Diamonds Seven],502.5,False,False,233
Push,[Clubs Six] [Diamonds Six] [Clubs Eight],[Spades Ten] [Spades Jack],502.5,False,False,228
Lose,[Hearts Seven] [Clubs Five] [Clubs Five],[Diamonds Two] [Clubs Jack] [Clubs Eight],487.5,False,False,222
Win,[Clubs King] [Spades King],[Hearts Five] [Hearts Ace] [Diamonds Seven] [Clubs Ten],502.5,False,False,216
Lose,[Hearts Three] [Spades Queen],[Clubs Three] [Diamonds Five] [Diamonds Seven] [Clubs Five],487.5,False,False,210
Win,[Diamonds Queen] [Diamonds Queen],[Hearts Five] [Spades Seven] [Spades Four] [Diamonds Two],502.5,False,False,204
Lose,[Diamonds Ten] [Hearts Two],[Clubs Four] [Clubs Nine] [Clubs Seven],487.5,False,False,199
Push,[Spades Five] [Clubs Five] [Hearts Jack],[Hearts Ten] [Spades King],487.5,False,False,194
Lose,[Clubs Jack] [Spades Four],[Clubs Six] [Hearts Ace],472.5,False,False,190
Lose,[Diamonds Nine] [Hearts Eight],[Diamonds Eight] [Hearts Three] [Hearts King],457.5,False,True,183
Lose,[Hearts Nine] [Hearts Nine],[Diamonds Eight] [Hearts Three] [Hearts King],442.5,False,True,183
Blackjack,[Diamonds Ten] [Hearts Ace],[Diamonds Eight] [Diamonds King],465.0,False,False,179
Lose,[Hearts Six] [Spades Seven],[Spades Five] [Spades Three] [Diamonds Three] [Clubs Four] [Spades Six],450.0,False,False,172
Win,[Spades King] [Diamonds Jack],[Diamonds Six] [Spades Ace],465.0,False,False,168
Blackjack,[Diamonds Jack] [Diamonds Ace],[Clubs Jack] [Spades Six] [Diamonds Ace],487.5,False,False,163
Push,[Diamonds Queen] [Hearts Two] [Clubs Seven],[Clubs Nine] [Diamonds Six] [Spades Four],487.5,False,False,157
Lose,[Diamonds Eight] [Diamonds Jack],[Diamonds King] [Spades Jack],472.5,False,False,153
Lose,[Spades Three] [Clubs Ten],[Clubs Two] [Clubs Two] [Hearts King] [Clubs Four],457.5,False,False,147
Lose,[Diamonds Nine] [Diamonds Five] [Clubs Nine],[Hearts Jack] [Spades Three] [Spades Two] [Clubs Jack],442.5,False,False,140
Push,[Hearts Eight] [Diamonds Two] [Diamonds Jack],[Diamonds King] [Hearts Queen],442.5,False,False,135
Win,[Clubs King] [Diamonds King],[Spades Five] [Spades King] [Hearts Nine],457.5,False,False,130
Win,[Spades Nine] [Clubs Three] [Spades Six],[Spades Nine] [Diamonds Three] [Spades Ace] [Hearts Ten],472.5,False,False,123
Win,[Spades King] [Hearts Four] [Hearts Six],[Hearts Seven] [Diamonds Nine] [Spades Seven],487.5,False,False,117
Lose,[Diamonds Ten] [Spades Five],[Hearts Three] [Clubs Four] [Hearts Four] [Spades Five] [Hearts Ace],472.5,False,False,110
Push,[Clubs Nine] [Spades Eight],[Hearts King] [Clubs Four] [Spades Three],472.5,False,False,105
Win,[Diamonds Two] [Spades Ten],[Diamonds Four] [Hearts Ten] [Diamonds Nine],487.5,False,False,100
Lose,[Clubs Eight] [Clubs Seven],[Clubs Two] [Spades Jack] [Spades Six],472.5,False,False,95
Lose,[Spades Two] [Diamonds Four] [Clubs King],[Diamonds Four] [Diamonds Five] [Hearts Queen],457.5,False,False,89
Push,[Hearts Ten] [Spades King],[Hearts Ace] [Hearts Three] [Clubs Six],457.5,False,False,84
Win,[Clubs Four] [Spades Seven] [Clubs Six],[Clubs Three] [Spades Two] [Clubs Nine] [Spades Nine],487.5,True,False,77
Lose,[Diamonds Ace] [Clubs Eight],[Hearts Ace] [Diamonds Ten],472.5,False,False,73
Lose,[Diamonds Queen] [Hearts Four] [Diamonds Eight],[Clubs Eight] [Diamonds Seven] [Diamonds Three],457.5,False,False,67
Blackjack,[Diamonds Ace] [Hearts Ten],[Spades Ten] [Clubs Ten],480.0,False,False,63
Win,[Diamonds Three] [Hearts King],[Clubs Five] [Clubs Queen] [Clubs Queen],495.0,False,False,58
Lose,[Diamonds Eight] [Clubs Ace],[Diamonds Jack] [Diamonds Jack],480.0,False,True,52
Lose,[Spades Eight] [Hearts Jack],[Diamonds Jack] [Diamonds Jack],465.0,False,True,52
Blackjack,[Hearts Jack] [Clubs Ace],[Hearts Jack] [Diamonds Four] [Spades Eight],487.5,False,False,47
Lose,[Diamonds Five] [Spades Six] [Hearts Five],[Spades Seven] [Hearts Eight] [Hearts Two],457.5,True,False,41
Lose,[Spades Ace] [Diamonds Three] [Spades Ace] [Diamonds Eight] [Diamonds Ten],[Diamonds Seven] [Hearts King],442.5,False,False,34
Lose,[Diamonds Two] [Hearts Six] [Spades Queen],[Clubs Three] [Hearts Eight] [Spades Jack],427.5,False,False,28
Blackjack,[Clubs Ten] [Diamonds Ace],[Hearts Nine] [Diamonds King],450.0,False,False,24
Win,[Hearts Six] [Clubs Ace] [Hearts Eight] [Hearts Five],[Clubs Queen] [Spades Two] [Hearts Queen],465.0,False,False,17
Win,[Spades Ace] [Clubs Nine],[Diamonds Two] [Spades Six] [Hearts Four] [Spades Queen],480.0,False,True,9
Blackjack,[Diamonds Ace] [Diamonds King],[Diamonds Two] [Spades Six] [Hearts Four] [Spades Queen],502.5,False,True,9
Push,[Clubs Jack] [Diamonds Queen],[Hearts Jack] [Hearts King],502.5,False,False,308
Lose,[Clubs Six] [Diamonds Queen],[Diamonds Two] [Hearts Eight] [Diamonds Jack],487.5,False,False,303
Lose,[Clubs Two] [Hearts Ten] [Clubs Four] [Spades King],[Diamonds Jack] [Spades King],472.5,False,False,297
Win,[Clubs Queen] [Hearts Three],[Hearts Two] [Hearts Queen] [Clubs Three] [Spades Seven],487.5,False,False,291
Lose,[Diamonds Ten] [Hearts Seven],[Clubs King] [Diamonds Eight],472.5,False,False,287
Win,[Spades Ten] [Diamonds King],[Clubs Four] [Hearts Eight] [Clubs King],487.5,False,False,282
Win,[Diamonds Nine] [Clubs Three],[Spades Four] [Hearts Four] [Hearts Six] [Diamonds King],502.5,False,False,276
Win,[Hearts Three] [Diamonds Six] [Diamonds Seven],[Hearts Six] [Diamonds King] [Clubs Six],532.5,True,False,270
Lose,[Diamonds Five] [Spades Jack] [Hearts Ten],[Clubs Queen] [Diamonds Four] [Diamonds Ace] [Spades Five],517.5,False,False,263
Win,[Diamonds King] [Spades Queen],[Diamonds Six] [Spades Nine] [Spades Seven],532.5,False,False,258
Push,[Clubs Jack] [Hearts King],[Diamonds Six] [Clubs Three] [Diamonds Ace],532.5,False,False,253
Lose,[Clubs Four] [Clubs Jack] [Diamonds Ace] [Diamonds King],[Clubs Eight] [Spades Five] [Clubs King],517.5,False,False,246
Blackjack,[Clubs Nine] [Hearts Two] [Hearts King],[Diamonds Jack] [Clubs Seven],562.5,True,True,238
Win,[Spades Nine] [Spades Six] [Spades Five],[Diamonds Jack] [Clubs Seven],592.5,True,True,238
Win,[Hearts Nine] [Hearts Six],[Clubs Five] [Clubs Eight] [Spades Ten],607.5,False,False,233
Lose,[Hearts Queen] [Clubs Nine],[Spades Six] [Spades Five] [Hearts Nine],592.5,False,False,228
Lose,[Spades Ace] [Hearts Two] [Hearts Three] [Diamonds Two],[Clubs Nine] [Spades Three] [Spades Nine],577.5,False,False,221
Lose,[Spades Nine] [Clubs Six] [Diamonds Seven],[Clubs Nine] [Hearts Ten],562.5,False,False,216
Push,[Clubs Nine] [Spades King],[Spades Queen] [Spades Three] [Clubs Six],562.5,False,False,211
Lose,[Diamonds Three] [Spades Eight] [Diamonds Two],[Spades Nine] [Clubs Eight],532.5,True,False,206
Lose,[Diamonds Jack] [Clubs Three],[Diamonds Three] [Clubs Eight] [Diamonds Nine],517.5,False,False,201
Lose,[Hearts Ace] [Spades Two] [Hearts Nine] [Clubs Queen],[Clubs Queen] [Spades Eight],502.5,False,False,195
Lose,[Clubs Five] [Clubs Jack] [Clubs Queen],[Diamonds Jack] [Diamonds Queen],487.5,False,False,190
Blackjack,[Diamonds Seven] [Diamonds Ace] [Diamonds Three],[Hearts Two] [Spades Five] [Diamonds Ten],532.5,True,False,184
Lose,[Hearts Jack] [Clubs Five] [Diamonds Ten],[Hearts Ten] [Diamonds Five] [Spades Three],517.5,False,False,178
Lose,[Spades Four] [Spades Two] [Diamonds Four],[Diamonds Seven] [Clubs Two] [Clubs Seven] [Diamonds Three],502.5,False,False,171
Win,[Diamonds Nine] [Clubs King],[Diamonds Six] [Spades Nine] [Diamonds Nine],517.5,False,False,166
Win,[Spades King] [Clubs Ten],[Clubs Jack] [Clubs Four] [Hearts Eight],532.5,False,False,161
Push,[Spades Two] [Spades Three] [Diamonds King] [Diamonds Four],[Spades Seven] [Hearts Four] [Hearts Eight],532.5,False,False,154
Lose,[Hearts Ace] [Clubs Seven] [Hearts Five],[Diamonds Four] [Hearts Seven] [Spades Eight],502.5,True,False,148
Win,[Spades Queen] [Spades Jack],[Clubs Four] [Hearts Jack] [Spades Ace] [Spades Jack],517.5,False,False,142
Lose,[Hearts Nine] [Spades Four] [Hearts King],[Clubs Ace] [Spades Ten],502.5,False,False,137
Win,[Hearts Five] [Spades Queen],[Hearts Four] [Spades Ace] [Clubs Nine] [Hearts King],517.5,False,False,131
Lose,[Spades Ten] [Hearts Nine],[Hearts Queen] [Spades Ace],502.5,False,False,127
Lose,[Hearts Seven] [Hearts Eight],[Diamonds Three] [Diamonds Eight] [Spades King],487.5,False,False,122
Blackjack,[Clubs Queen] [Hearts Ace],[Clubs Ten] [Spades Three] [Hearts Two] [Clubs Seven],510.0,False,False,116
Blackjack,[Diamonds Ace] [Hearts Queen],[Clubs Ten] [Hearts Ten],532.5,False,False,112
Lose,[Clubs Ten] [Diamonds Jack],[Hearts Two] [Hearts Three] [Clubs Five] [Hearts Ace],517.5,False,False,106
Lose,[Spades Six] [Hearts Ace] [Hearts Nine],[Clubs Three] [Clubs Seven] [Diamonds Two] [Diamonds Seven],487.5,True,False,99
Win,[Clubs King] [Diamonds Ten],[Clubs Five] [Clubs Four] [Clubs Two] [Spades Ace] [Spades Ten],502.5,False,False,92
Win,[Spades Six] [Spades Four] [Hearts Jack],[Hearts Ace] [Hearts Three] [Clubs Ten] [Clubs King],517.5,False,False,85
Lose,[Hearts Six] [Spades Two] [Clubs Eight],[Hearts Six] [Diamonds Four] [Hearts King],502.5,False,False,79
Win,[Clubs Seven] [Diamonds Seven] [Diamonds Five],[Hearts Eight] [Spades Ten],517.5,False,False,74
Win,[Clubs Jack] [Hearts Queen],[Diamonds Nine] [Diamonds Two] [Diamonds Ace] [Diamonds Five],532.5,False,False,68
Lose,[Spades Queen] [Spades Seven],[Clubs Five] [Diamonds Five] [Clubs Ace],517.5,False,False,63
Blackjack,[Clubs Ace] [Diamonds Ten],[Spades Four] [Hearts Five] [Spades Seven] [Hearts Queen],540.0,False,False,57
Win,[Diamonds Three] [Diamonds Queen] [Hearts Three] [Hearts Four],[Diamonds Ten] [Spades Four] [Spades Three],555.0,False,False,50
Lose,[Diamonds Four] [Diamonds Eight] [Hearts Five],[Hearts Ten] [Spades Jack],540.0,False,False,45
Lose,[Clubs Two] [Clubs Eight] [Hearts Five],[Spades Two] [Diamonds Nine] [Hearts Seven],510.0,True,False,39
Win,[Clubs Two] [Diamonds Queen] [Clubs Two] [Clubs Six],[Spades Eight] [Hearts Seven] [Clubs Three],525.0,False,False,32
Lose,[Hearts Jack] [Diamonds Six] [Hearts Six],[Spades Seven] [Clubs Ten],510.0,False,False,27
Lose,[Diamonds Eight] [Hearts Four],[Spades Six] [Spades Five] [Diamonds Eight],495.0,False,False,22
Lose,[Clubs Ace] [Spades Six] [Diamonds Five] [Hearts Jack],[Spades Two] [Spades Jack] [Clubs Ace] [Diamonds Six],480.0,False,False,14
Lose,[Hearts Eight] [Clubs Five] [Hearts Ace] [Hearts Jack],[Diamonds Ace] [Spades Six],465.0,False,False,306
Lose,[Clubs Queen] [Clubs Three] [Spades Nine],[Clubs Ten] [Hearts Queen],450.0,False,False,301
Lose,[Clubs King] [Hearts Three] [Diamonds Six],[Hearts Queen] [Clubs Queen],435.0,False,False,296
Lose,[Diamonds Four] [Spades Jack] [Hearts King],[Hearts Eight] [Diamonds Four] [Spades Seven],420.0,False,False,290
Lose,[Hearts Six] [Spades Nine] [Spades Three],[Clubs King] [Clubs Nine],405.0,False,False,285
Blackjack,[Diamonds Ace] [Spades Jack],[Spades Eight] [Diamonds Three] [Spades Ten],427.5,False,False,280
Win,[Spades Two] [Spades Five] [Diamonds Seven],[Hearts Five] [Diamonds Queen] [Clubs Seven],442.5,False,False,274
Lose,[Clubs Seven] [Spades Eight] [Diamonds Ten],[Diamonds Seven] [Hearts Queen],427.5,False,False,269
Blackjack,[Hearts Ace] [Diamonds Six] [Clubs Four],[Spades Nine] [Clubs Six] [Hearts Four],450.0,False,False,263
Blackjack,[Spades King] [Clubs Ace],[Spades Nine] [Spades Nine],472.5,False,False,259
Win,[Diamonds Queen] [Spades Queen],[Hearts Six] [Hearts King] [Diamonds King],487.5,False,False,254
Lose,[Diamonds Two] [Hearts Queen] [Hearts Ace] [Diamonds Ten],[Spades Jack] [Diamonds Ten],472.5,False,False,248
Lose,[Diamonds Eight] [Spades Three] [Spades Six],[Clubs Five] [Hearts Four] [Diamonds King],442.5,True,False,242
Win,[Hearts Three] [Hearts Three] [Hearts King] [Spades Three],[Clubs Eight] [Clubs Five] [Hearts Ten],457.5,False,False,235
Push,[Diamonds King] [Clubs Nine],[Clubs Jack] [Hearts Nine],457.5,False,False,231
Lose,[Diamonds Seven] [Clubs Seven] [Clubs Eight],[Hearts Nine] [Diamonds Ace],442.5,False,False,226
Lose,[Spades Six] [Spades Four] [Hearts Six] [Diamonds King],[Spades King] [Clubs Nine],427.5,False,False,220
Lose,[Diamonds Three] [Clubs Six] [Diamonds Queen],[Hearts Two] [Diamonds Queen] [Clubs Ace] [Diamonds Eight],412.5,False,False,213
Blackjack,[Clubs Jack] [Spades Ace],[Spades Five] [Clubs Queen] [Hearts Six],435.0,False,False,208
Lose,[Hearts Six] [Spades King],[Clubs Two] [Clubs Three] [Clubs King] [Diamonds Five],420.0,False,False,202
Lose,[Spades Two] [Hearts Five] [Clubs Two],[Clubs Seven] [Spades Three] [Hearts Nine],405.0,False,False,196
Lose,[Hearts Eight] [Diamonds Two] [Spades Two] [Spades Seven],[Clubs Ten] [Clubs Jack],390.0,False,False,190
Lose,[Spades Eight] [Diamonds Three] [Hearts Five],[Hearts Queen] [Clubs Ace],360.0,True,False,185
Win,[Spades Jack] [Clubs Seven],[Clubs King] [Spades Four] [Diamonds Nine],375.0,False,False,180
Lose,[Spades Four] [Spades Nine],[Clubs Two] [Diamonds Seven] [Clubs Seven] [Clubs Three],360.0,False,False,174
Lose,[Diamonds Three] [Spades Queen] [Clubs Ace] [Diamonds Nine],[Diamonds Jack] [Diamonds Six] [Diamonds Four],345.0,False,False,167
Win,[Diamonds Three] [Hearts Five] [Spades Queen],[Clubs Three] [Clubs King] [Diamonds Jack],360.0,False,False,161
Win,[Clubs King] [Diamonds Nine],[Hearts Five] [Diamonds Nine] [Clubs Ace] [Hearts Ace] [Diamonds Eight],375.0,False,False,154
Push,[Spades Seven] [Hearts Jack],[Hearts Five] [Hearts Two] [Clubs Queen],375.0,False,False,149
Win,[Hearts Eight] [Clubs Four] [Clubs Eight],[Spades King] [Hearts Two] [Hearts Queen],390.0,False,True,140
Win,[Clubs Eight] [Clubs Eight] [Clubs Four],[Spades King] [Hearts Two] [Hearts Queen],405.0,False,True,140
Lose,[Spades Six] [Spades Ten],[Spades Five] [Spades Ace] [Diamonds Five],390.0,False,False,135
Lose,[Clubs Six] [Hearts Ten] [Hearts Eight],[Spades Ace] [Spades Ace] [Diamonds Jack],375.0,False,False,129
Lose,[Hearts Seven] [Diamonds Six] [Diamonds Ace] [Clubs Queen],[Spades Ace] [Hearts Ten],360.0,False,False,123
Blackjack,[Spades Ace] [Clubs Ten],[Diamonds Ace] [Clubs Ten],382.5,False,False,119
Lose,[Spades Two] [Spades Three] [Clubs Nine] [Hearts Jack],[Spades Seven] [Diamonds Eight] [Hearts Seven],367.5,False,False,112
Lose,[Spades Five] [Clubs Ten],[Hearts Two] [Diamonds Two] [Spades Four] [Spades Ten],352.5,False,False,106
Push,[Spades Seven] [Diamonds King],[Spades Seven] [Diamonds Jack],352.5,False,False,102
Lose,[Spades Six] [Hearts Ten],[Diamonds Two] [Spades King] [Diamonds Five],337.5,False,False,97
Lose,[Hearts Jack] [Clubs Eight],[Spades Six] [Clubs Five] [Hearts Ten],322.5,False,False,92
Push,[Clubs Three] [Clubs Five] [Spades Ten],[Spades Eight] [Hearts Ten],322.5,False,False,87
Win,[Clubs Five] [Diamonds Seven] [Diamonds Eight],[Diamonds Two] [Clubs Two] [Spades Ten] [Spades Ten],337.5,False,False,80
Win,[Diamonds Ace] [Clubs Two] [Clubs Jack],[Diamonds Five] [Diamonds Ten] [Hearts Seven],367.5,True,False,74
Win,[Hearts Nine] [Hearts Jack],[Clubs Queen] [Spades Four] [Diamonds Nine],382.5,False,False,69
Win,[Hearts Ace] [Spades Four] [Hearts Four],[Clubs Jack] [Diamonds Three] [Spades Five],397.5,False,False,63
Lose,[Spades Five] [Diamonds Queen] [Spades Queen],[Hearts King] [Hearts Six] [Diamonds Jack],382.5,False,False,57
Lose,[Spades King] [Diamonds Four] [Diamonds Ten],[Diamonds Seven] [Diamonds Jack],367.5,False,False,52
Lose,[Clubs Three] [Clubs Four] [Diamonds Six],[Diamonds Five] [Spades Queen] [Diamonds Two],352.5,False,False,46
Lose,[Hearts Two] [Hearts Seven] [Hearts Nine],[Hearts Seven] [Hearts Three] [Clubs Jack],337.5,False,False,40
Blackjack,[Hearts Ace] [Spades Jack],[Diamonds Four] [Diamonds Queen] [Hearts Three],360.0,False,False,35
Blackjack,[Clubs Ace] [Hearts King],[Clubs Six] [Clubs Six] [Hearts Eight],382.5,False,False,30
Push,[Hearts Four] [Hearts Four] [Diamonds Ten],[Hearts King] [Clubs Four] [Diamonds Four],382.5,False,False,24
Lose,[Diamonds Six] [Spades Eight] [Clubs Nine],[Spades Queen] [Hearts Three] [Spades Two] [Hearts Two],367.5,False,False,17
Lose,[Clubs Two] [Clubs Nine] [Clubs Four],[Hearts Jack] [Spades Two] [Hearts Four] [Spades Three],337.5,True,False,10
Lose,[Diamonds King] [Hearts Five] [Clubs Four],[Spades Queen] [Spades Six] [Clubs Four],322.5,False,False,306
Lose,[Diamonds Four] [Hearts King] [Hearts Three],[Hearts Ten] [Spades Ace],307.5,False,False,301
Lose,[Diamonds Ace] [Spades Four] [Spades Eight],[Diamonds Three] [Diamonds Three] [Spades Four] [Spades Nine],292.5,False,False,294
Lose,[Hearts Jack] [Clubs Four] [Clubs Four],[Clubs Ten] [Diamonds Ace],277.5,False,False,289
Push,[Spades Nine] [Hearts Eight],[Clubs Nine] [Spades Three] [Diamonds Five],277.5,False,False,284
Blackjack,[Clubs Queen] [Hearts Ace],[Diamonds Jack] [Diamonds Eight],300.0,False,False,280
Win,[Hearts Jack] [Spades Eight],[Spades Queen] [Spades Four] [Diamonds Eight],315.0,False,False,275
Lose,[Diamonds Four] [Hearts Ace] [Clubs Jack] [Clubs Two],[Spades King] [Hearts Queen],300.0,False,False,269
Lose,[Diamonds Four] [Hearts Two] [Hearts Five],[Spades Queen] [Clubs Ten],285.0,False,False,264
Win,[Spades King] [Spades Eight],[Diamonds Queen] [Spades Seven],300.0,False,False,260
Lose,[Spades Queen] [Diamonds Five],[Spades Three] [Diamonds Seven] [Clubs Ten],285.0,False,False,255
Blackjack,[Diamonds Ten] [Clubs Four] [Hearts Seven],[Clubs Seven] [Clubs Three] [Spades Jack],307.5,False,False,249
Lose,[Clubs Two] [Spades Jack] [Diamonds Two] [Hearts Nine],[Spades Ace] [Spades Five] [Spades Ace],292.5,False,False,242
Lose,[Hearts Six] [Spades Five] [Spades Seven],[Hearts Four] [Clubs Five] [Hearts Queen],262.5,True,False,236
Win,[Clubs Six] [Diamonds Jack],[Clubs Six] [Hearts Jack] [Hearts Seven],277.5,False,False,231
Lose,[Spades Six] [Hearts Ten] [Spades Three],[Spades King] [Clubs Queen],262.5,False,False,226
Win,[Spades Six] [Hearts Three] [Diamonds Four] [Hearts Seven],[Diamonds Jack] [Hearts Seven],277.5,False,False,220
Blackjack,[Spades King] [Clubs Ace],[Hearts Nine] [Diamonds Ten],300.0,False,False,216
Lose,[Spades Eight] [Diamonds Six],[Spades Six] [Hearts Four] [Clubs King],285.0,False,False,211
Win,[Spades Jack] [Clubs Eight],[Diamonds Two] [Spades Jack] [Clubs Five],300.0,False,False,206
Lose,[Diamonds Nine] [Spades Seven] [Clubs Six],[Clubs Eight] [Spades Three] [Diamonds Ten],285.0,False,False,200
Lose,[Diamonds Three] [Diamonds Ace] [Hearts Ten],[Hearts Two] [Clubs Nine] [Clubs Seven],270.0,False,False,194
Lose,[Hearts Four] [Hearts Nine] [Diamonds Six],[Clubs Eight] [Hearts Three] [Diamonds Nine],255.0,False,False,188
Win,[Clubs Ace] [Spades Nine],[Hearts Eight] [Clubs Ace],270.0,False,False,184
Lose,[Diamonds King] [Spades Eight],[Clubs Queen] [Diamonds Nine],255.0,False,False,180
Lose,[Hearts Three] [Hearts Six] [Spades Nine],[Clubs Nine] [Clubs Ten],240.0,False,False,175
Win,[Spades Queen] [Diamonds Nine],[Clubs Ten] [Diamonds Six] [Clubs Six],255.0,False,False,170
Push,[Spades Eight] [Diamonds Nine],[Diamonds Seven] [Clubs Queen],255.0,False,True,162
Lose,[Hearts Eight] [Hearts Seven] [Diamonds Ace] [Hearts Six],[Diamonds Seven] [Clubs Queen],240.0,False,True,162
Lose,[Spades Ace] [Clubs Five] [Spades Ten],[Clubs Two] [Clubs Eight] [Hearts Jack],225.0,False,False,156
Lose,[Clubs Six] [Hearts Four] [Diamonds Three] [Spades Ten],[Diamonds King] [Clubs Nine],210.0,False,False,150
Lose,[Diamonds Jack] [Spades Five],[Diamonds Two] [Spades Two] [Diamonds Three] [Diamonds Six] [Clubs Four],195.0,False,False,143
Lose,[Clubs Nine] [Diamonds Queen],[Spades Nine] [Hearts Ace],180.0,False,False,139
Lose,[Diamonds Jack] [Hearts Jack],[Hearts Five] [Hearts Six] [Diamonds Ten],165.0,False,False,134
Blackjack,[Diamonds King] [Spades Ace],[Diamonds Six] [Clubs Jack] [Clubs Queen],187.5,False,False,129
Win,[Hearts Five] [Spades Two] [Spades Seven] [Clubs Three],[Spades Seven] [Hearts Nine] [Clubs Seven],202.5,False,False,122
Win,[Diamonds Queen] [Hearts Jack],[Hearts Seven] [Diamonds Queen],217.5,False,False,118
Lose,[Diamonds Six] [Hearts Two] [Clubs Seven] [Diamonds King],[Clubs Nine] [Clubs Eight],202.5,False,False,112
Win,[Clubs Two] [Diamonds Ace] [Diamonds Ten] [Clubs Seven],[Clubs Jack] [Hearts Eight],217.5,False,False,106
Lose,[Diamonds Four] [Diamonds King] [Diamonds Eight],[Clubs King] [Hearts Four] [Hearts Six],202.5,False,False,100
Lose,[Diamonds Two] [Clubs Jack] [Hearts Ten],[Diamonds Three] [Spades Four] [Clubs Three] [Hearts Queen],187.5,False,False,93
